CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,Final_InStoreShare,Final_UE_share,Final_DD_share,Final_SD_share,TotalDeliveryOrders,TotalRevenue,TotalNetProfit,AggregatorOrders,AggregatorDependence,InStoreReliance,AggregatorRiskCategory
Chicken Dishes,26192,King Chicken Dishes Kitchen,Cafe,South Auckland,1.05,41.18,607,150,6177.0,274,114,69,11283.32,4694.52,2841.42,0.203506287503988,0.445038418960758,0.31,4,1.18,81.42,2170.94,467.75,194.61,917.21,0.33,0.6,0.25,0.15,0.2471169686985173,0.4514003294892916,0.18780889621087316,0.11367380560131796,457,24996.260000000002,3750.51,388,0.6392092257001647,0.2471169686985173,Medium Risk
Chicken Dishes,26556,Lucky Chicken Dishes Bistro,QSR,North Shore,1.03,42.62,947,201,8566.62,448,186,112,19093.76,7927.32,4773.44,0.200384865794331,0.403270493354648,0.32,9,2.66,297.92,3395.33,1457.71,605.21,1594.01,0.27,0.6,0.25,0.15,0.2122492080253432,0.4730728616684266,0.19640971488912354,0.11826821541710665,746,40361.14,7052.26,634,0.6694825765575502,0.2122492080253432,Medium Risk
Chicken Dishes,25546,Top Chicken Dishes Bistro,Ghost Kitchen,CBD,0.99,39.82,1553,101,4021.82,871,363,218,34683.22,14454.66,8680.76,0.282705360825639,0.204562456498388,0.31,16,4.72,1028.96,2062.12,7031.4,2930.42,3421.95,0.07,0.6,0.25,0.15,0.06503541532517708,0.5608499678042499,0.23374114616870573,0.14037347070186734,1452,61840.46,15445.89,1234,0.7945911139729556,0.06503541532517708,High Risk
Chicken Dishes,25102,Lucky Chicken Dishes House,Cafe,West Auckland,1.04,46.17,988,301,13897.17,412,172,103,19022.04,7941.24,4755.51,0.276689210943878,0.434818431828171,0.28,4,1.18,121.54,4009.23,161.54,67.44,1250.39,0.44,0.6,0.25,0.15,0.30465587044534415,0.41700404858299595,0.17408906882591094,0.10425101214574899,687,45615.96,5488.6,584,0.5910931174089069,0.30465587044534415,Medium Risk
Chicken Dishes,25831,Classic Chicken Dishes Cafe,QSR,West Auckland,1.04,33.86,1119,216,7313.76,542,226,135,18352.12,7652.36,4571.1,0.230185089539737,0.372177442302927,0.33,9,2.66,359.1,2908.23,1241.29,517.59,1458.54,0.24,0.6,0.25,0.15,0.19302949061662197,0.484361036639857,0.20196604110813227,0.12064343163538874,903,37889.34,6125.650000000001,768,0.6863270777479893,0.19302949061662197,Medium Risk
Chicken Dishes,26317,King Chicken Dishes Bistro,Full-service,North Shore,1.03,42.14,1368,376,15844.64,595,248,149,25073.3,10450.72,6278.86,0.382143007102422,0.537774474616163,0.31,7,2.07,308.43,1268.88,-5764.79,-2402.8,194.4,0.38,0.6,0.25,0.15,0.27485380116959063,0.43494152046783624,0.18128654970760233,0.10891812865497076,992,57647.520000000004,-6704.31,843,0.6162280701754386,0.27485380116959063,Medium Risk
Chicken Dishes,26561,Urban Chicken Dishes Cafe,Full-service,North Shore,1.03,37.96,2020,556,21105.76,878,366,220,33328.88,13893.36,8351.2,0.368885997275356,0.511095896852203,0.27,11,3.25,715.0,2533.07,-4998.73,-2083.75,287.3,0.38,0.6,0.25,0.15,0.27524752475247527,0.43465346534653465,0.18118811881188118,0.10891089108910891,1464,76679.2,-4262.11,1244,0.6158415841584158,0.27524752475247527,Medium Risk
Chicken Dishes,25227,Top Chicken Dishes House,Cafe,West Auckland,1.04,43.03,1650,409,17599.27,745,310,186,32057.35,13339.3,8003.58,0.27914120843634,0.358007818041369,0.29,11,3.25,604.5,6385.91,2335.41,971.78,2299.61,0.33,0.6,0.25,0.15,0.24787878787878787,0.45151515151515154,0.18787878787878787,0.11272727272727273,1241,70999.5,11992.710000000001,1055,0.6393939393939394,0.24787878787878787,Medium Risk
Chicken Dishes,26684,Urban Chicken Dishes Cafe,Cafe,West Auckland,1.04,38.07,1869,453,17245.71,850,354,212,32359.5,13476.78,8070.84,0.24827335441485,0.353594812029041,0.28,18,5.31,1125.72,6866.07,3822.69,1592.04,2087.54,0.32,0.6,0.25,0.15,0.24237560192616373,0.45478865703584803,0.18940609951845908,0.11342964151952915,1416,71152.83,14368.34,1204,0.6441947565543071,0.24237560192616373,Medium Risk
Chicken Dishes,25229,Urban Chicken Dishes Bistro,Full-service,South Auckland,1.05,35.28,1240,321,11324.88,551,230,138,19439.28,8114.4,4868.64,0.378113026753999,0.511406652932055,0.28,18,5.31,732.78,1251.18,-3295.34,-1375.55,-194.89,0.35,0.6,0.25,0.15,0.25887096774193546,0.4443548387096774,0.18548387096774194,0.11129032258064517,919,43747.2,-3614.6,781,0.6298387096774194,0.25887096774193546,Medium Risk
Chicken Dishes,26282,Lucky Chicken Dishes Eatery,Full-service,North Shore,1.03,43.95,595,160,7032.0,261,109,65,11470.95,4790.55,2856.75,0.357106717023998,0.460605021612719,0.3,9,2.66,172.9,1281.85,-1350.27,-563.9,347.85,0.37,0.6,0.25,0.15,0.2689075630252101,0.43865546218487395,0.18319327731092436,0.1092436974789916,435,26150.25,-284.47,370,0.6218487394957983,0.2689075630252101,Medium Risk
Chicken Dishes,26687,Classic Chicken Dishes Grill,Cafe,CBD,0.99,42.69,857,249,10629.81,365,152,91,15581.85,6488.88,3884.79,0.203195755705237,0.435937949130312,0.27,14,4.13,375.83,3835.94,1415.86,589.62,1026.06,0.41,0.6,0.25,0.15,0.29054842473745623,0.425904317386231,0.17736289381563594,0.10618436406067679,608,36585.33,6867.48,517,0.603267211201867,0.29054842473745623,Medium Risk
Chicken Dishes,26163,Urban Chicken Dishes Eatery,Cafe,South Auckland,1.05,32.18,1634,458,14738.44,706,294,176,22719.08,9460.92,5663.68,0.23119045805186,0.391849460615776,0.29,9,2.66,468.16,5555.8,1975.65,822.72,1666.82,0.39,0.6,0.25,0.15,0.2802937576499388,0.4320685434516524,0.1799265605875153,0.10771113831089352,1176,52582.12,10020.99,1000,0.6119951040391677,0.2802937576499388,Medium Risk
Chicken Dishes,25233,Top Chicken Dishes Eatery,Cafe,South Auckland,1.05,32.49,1018,285,9259.65,440,183,110,14295.6,5945.67,3573.9,0.243077787533402,0.413106628856622,0.27,11,3.25,357.5,3183.61,1055.24,438.88,871.26,0.39,0.6,0.25,0.15,0.27996070726915523,0.43222003929273084,0.17976424361493124,0.10805500982318271,733,33074.82,5548.990000000001,623,0.611984282907662,0.27996070726915523,Medium Risk
Chicken Dishes,25599,King Chicken Dishes Kitchen,Ghost Kitchen,South Auckland,1.05,42.03,768,36,1513.08,439,183,110,18451.17,7691.49,4623.3,0.294218092900701,0.279581973724999,0.32,15,4.43,487.3,644.87,1959.51,816.84,1483.15,0.05,0.6,0.25,0.15,0.046875,0.5716145833333334,0.23828125,0.14322916666666666,732,32279.039999999997,4904.370000000001,622,0.8098958333333334,0.046875,High Risk
Chicken Dishes,25963,Urban Chicken Dishes Cafe,Full-service,South Auckland,1.05,40.27,1319,327,13168.29,595,248,149,23960.65,9986.96,6000.23,0.352103648032062,0.511164162075147,0.3,16,4.72,703.28,1800.53,-3912.0,-1630.55,117.14,0.33,0.6,0.25,0.15,0.24791508718726307,0.45109931766489764,0.18802122820318423,0.11296436694465505,992,53116.130000000005,-3624.8800000000006,843,0.6391205458680819,0.24791508718726307,Medium Risk
Chicken Dishes,26571,Lucky Chicken Dishes Eatery,QSR,CBD,0.99,31.03,1240,223,6919.69,610,254,153,18928.3,7881.62,4747.59,0.269377892632037,0.38240882458631,0.32,17,5.02,768.06,2409.53,534.03,222.37,885.11,0.22,0.6,0.25,0.15,0.17983870967741936,0.49193548387096775,0.20483870967741935,0.12338709677419354,1017,38477.2,4051.0400000000004,864,0.6967741935483871,0.17983870967741936,Medium Risk
Chicken Dishes,25481,Top Chicken Dishes Cafe,QSR,North Shore,1.03,33.85,711,137,4637.45,344,144,86,11644.4,4874.4,2911.1,0.226030572131276,0.377481628861278,0.3,8,2.36,202.96,1838.69,1123.54,470.32,951.26,0.24,0.6,0.25,0.15,0.19268635724331926,0.4838255977496484,0.20253164556962025,0.1209563994374121,574,24067.35,4383.81,488,0.6863572433192686,0.19268635724331926,Medium Risk
Chicken Dishes,26209,King Chicken Dishes Kitchen,Full-service,CBD,0.99,39.44,883,282,11122.08,361,150,90,14237.84,5916.0,3549.6,0.390112645179033,0.508231322001666,0.29,13,3.84,345.6,1130.63,-2681.61,-1114.24,15.24,0.47,0.6,0.25,0.15,0.319365798414496,0.4088335220838052,0.16987542468856173,0.10192525481313704,601,34825.52,-2649.9800000000005,511,0.578708946772367,0.319365798414496,Medium Risk
Chicken Dishes,26130,Top Chicken Dishes Bistro,Cafe,South Auckland,1.05,37.21,1126,349,12986.29,466,194,117,17339.86,7218.74,4353.57,0.229364178944379,0.437281638849527,0.31,17,5.02,587.34,4329.03,404.96,168.59,863.94,0.45,0.6,0.25,0.15,0.3099467140319716,0.413854351687389,0.17229129662522202,0.10390763765541741,777,41898.46,5766.52,660,0.5861456483126111,0.3099467140319716,Medium Risk
Chicken Dishes,25726,Lucky Chicken Dishes Cafe,Full-service,North Shore,1.03,36.99,1237,320,11836.8,550,229,138,20344.5,8470.71,5104.62,0.391483740136027,0.501660358789377,0.31,6,1.77,244.26,1264.83,-4132.87,-1720.77,301.2,0.35,0.6,0.25,0.15,0.2586903799514956,0.444624090541633,0.185125303152789,0.11156022635408246,917,45756.63,-4287.61,779,0.629749393694422,0.2586903799514956,Medium Risk
Chinese,25891,Lotus Cafe,Cafe,West Auckland,1.04,36.32,1084,141,5121.12,471,236,236,17106.72,8571.52,8571.52,0.274584447238594,0.354812013567425,0.27,8,2.36,556.96,1897.91,1721.0,862.33,2619.68,0.15,0.5,0.25,0.25,0.13007380073800737,0.4345018450184502,0.2177121771217712,0.2177121771217712,943,39370.880000000005,7100.92,707,0.6522140221402214,0.13007380073800737,Medium Risk
Chinese,25301,Red Cafe,Full-service,North Shore,1.03,34.49,1068,240,8277.6,414,207,207,14278.86,7139.43,7139.43,0.365031025419012,0.484951268648729,0.28,9,2.66,550.62,1241.79,-1856.0,-928.0,520.42,0.29,0.5,0.25,0.25,0.2247191011235955,0.38764044943820225,0.19382022471910113,0.19382022471910113,828,36835.32,-1021.7900000000001,621,0.5814606741573034,0.2247191011235955,Medium Risk
Chinese,26352,Golden Tavern,QSR,West Auckland,1.04,31.28,1474,214,6693.92,630,315,315,19706.4,9853.2,9853.2,0.250756796356291,0.419234266947024,0.28,8,2.36,743.4,2209.05,985.5,492.75,2508.24,0.17,0.5,0.25,0.25,0.1451831750339213,0.42740841248303935,0.21370420624151967,0.21370420624151967,1260,46106.72,6195.54,945,0.641112618724559,0.1451831750339213,Medium Risk
Chinese,26528,Red House,Cafe,West Auckland,1.04,41.4,1455,211,8735.4,622,311,311,25750.8,12875.4,12875.4,0.246883442923427,0.396020104503259,0.32,11,3.25,1010.75,3119.38,955.26,477.63,3587.01,0.17,0.5,0.25,0.25,0.1450171821305842,0.4274914089347079,0.21374570446735394,0.21374570446735394,1244,60237.0,8139.280000000001,933,0.6412371134020619,0.1450171821305842,Medium Risk
Chinese,26348,Golden Corner,Full-service,CBD,0.99,31.1,936,257,7992.7,339,170,170,10542.9,5287.0,5287.0,0.35566976229893,0.523437610222027,0.32,6,1.77,300.9,966.26,-2099.17,-1052.68,338.26,0.38,0.5,0.25,0.25,0.2745726495726496,0.36217948717948717,0.18162393162393162,0.18162393162393162,679,29109.6,-1847.3300000000002,509,0.5438034188034188,0.2745726495726496,Medium Risk
Chinese,25417,Sakura Diner,Ghost Kitchen,South Auckland,1.05,36.67,850,62,2273.54,394,197,197,14447.98,7223.99,7223.99,0.260499544837512,0.25565929756267,0.31,10,2.95,581.15,1100.03,2511.65,1255.83,2914.11,0.08,0.5,0.25,0.25,0.07294117647058823,0.46352941176470586,0.23176470588235293,0.23176470588235293,788,31169.5,7781.620000000001,591,0.6952941176470588,0.07294117647058823,Medium Risk
Chinese,25149,Dragon Bistro,QSR,North Shore,1.03,44.95,1199,183,8225.85,508,254,254,22834.6,11417.3,11417.3,0.238834160473198,0.372866330621764,0.31,16,4.72,1198.88,3194.09,1787.94,893.97,3234.45,0.18,0.5,0.25,0.25,0.15262718932443703,0.42368640533778146,0.21184320266889073,0.21184320266889073,1016,53895.05,9110.45,762,0.6355296080066722,0.15262718932443703,Medium Risk
Chinese,25770,Red Cafe,Full-service,West Auckland,1.04,34.29,1784,500,17145.0,642,321,321,22014.18,11007.09,11007.09,0.366976936731953,0.461949086771347,0.29,13,3.84,1232.64,2933.06,-2618.06,-1309.03,650.39,0.39,0.5,0.25,0.25,0.2802690582959641,0.3598654708520179,0.17993273542600896,0.17993273542600896,1284,61173.36,-343.64,963,0.5397982062780269,0.2802690582959641,Medium Risk
Chinese,25488,Dragon House,Full-service,CBD,0.99,38.44,586,158,6073.52,214,107,107,8226.16,4113.08,4113.08,0.373289461212698,0.532252552453429,0.31,3,0.89,95.23,573.69,-1773.08,-886.54,293.28,0.37,0.5,0.25,0.25,0.2696245733788396,0.3651877133105802,0.1825938566552901,0.1825938566552901,428,22525.840000000004,-1792.6499999999999,321,0.5477815699658704,0.2696245733788396,Medium Risk
Chinese,25907,Lotus Eatery,Full-service,North Shore,1.03,45.17,1209,369,16667.73,420,210,210,18971.4,9485.7,9485.7,0.368693778640591,0.496579301008023,0.31,16,4.72,991.2,2245.59,-3325.18,-1662.59,286.78,0.44,0.5,0.25,0.25,0.3052109181141439,0.34739454094292804,0.17369727047146402,0.17369727047146402,840,54610.53,-2455.3999999999996,630,0.5210918114143921,0.3052109181141439,Medium Risk
Chinese,26150,Red Cafe,QSR,South Auckland,1.05,45.05,1474,214,9640.7,630,315,315,28381.5,14190.75,14190.75,0.256000085063279,0.385093395994045,0.31,7,2.07,652.05,3460.11,1388.04,694.02,4441.1,0.17,0.5,0.25,0.25,0.1451831750339213,0.42740841248303935,0.21370420624151967,0.21370420624151967,1260,66403.7,9983.27,945,0.641112618724559,0.1451831750339213,Medium Risk
Chinese,25097,Sakura Corner,Full-service,South Auckland,1.05,33.03,1807,543,17935.29,632,316,316,20874.96,10437.48,10437.48,0.379762011836283,0.530885064089671,0.3,4,1.18,372.88,1602.57,-4397.25,-2198.62,559.74,0.43,0.5,0.25,0.25,0.30049806308799115,0.34975096845600445,0.17487548422800223,0.17487548422800223,1264,59685.20999999999,-4433.56,948,0.5246264526840066,0.30049806308799115,Medium Risk
Chinese,25637,Sakura Kitchen,Ghost Kitchen,South Auckland,1.05,38.02,1259,71,2699.42,594,297,297,22583.88,11291.94,11291.94,0.281819669611286,0.258577361528296,0.28,12,3.54,1051.38,1240.66,4056.13,2028.07,4138.43,0.06,0.5,0.25,0.25,0.056393963463065924,0.47180301826846704,0.23590150913423352,0.23590150913423352,1188,47867.18000000001,11463.29,891,0.7077045274027005,0.056393963463065924,High Risk
Chinese,25662,Golden Corner,Full-service,South Auckland,1.05,41.59,1675,396,16469.64,639,320,320,26576.01,13308.8,13308.8,0.361879253701773,0.480557127622887,0.31,11,3.25,1040.0,2595.02,-4051.15,-2028.75,1056.98,0.31,0.5,0.25,0.25,0.2364179104477612,0.38149253731343286,0.191044776119403,0.191044776119403,1279,69663.25,-2427.9,959,0.5725373134328359,0.2364179104477612,Medium Risk
Chinese,25010,Lotus Bistro,Cafe,CBD,0.99,30.23,1591,307,9280.61,642,321,321,19407.66,9703.83,9703.83,0.257294937353581,0.371753470180556,0.31,17,5.02,1611.42,3442.66,1182.93,591.46,1988.23,0.24,0.5,0.25,0.25,0.19296040226272784,0.4035197988686361,0.20175989943431805,0.20175989943431805,1284,48095.93,7205.280000000001,963,0.6052796983029541,0.19296040226272784,Medium Risk
Chinese,25698,Golden Corner,QSR,West Auckland,1.04,43.01,1251,199,8558.99,526,263,263,22623.26,11311.63,11311.63,0.237678518630564,0.418252494675107,0.31,12,3.54,931.02,2944.88,770.75,385.38,2960.96,0.19,0.5,0.25,0.25,0.15907274180655476,0.42046362909672264,0.21023181454836132,0.21023181454836132,1052,53805.509999999995,7061.97,789,0.6306954436450839,0.15907274180655476,Medium Risk
Chinese,25496,Dragon Cafe,Ghost Kitchen,South Auckland,1.05,40.74,1493,57,2322.18,718,359,359,29251.32,14625.66,14625.66,0.258602636668365,0.259722995967604,0.28,7,2.07,743.13,1118.53,5899.24,2949.62,6301.68,0.04,0.5,0.25,0.25,0.038178164768921635,0.48091091761553917,0.24045545880776958,0.24045545880776958,1436,60824.82000000001,16269.07,1077,0.7213663764233088,0.038178164768921635,High Risk
Chinese,26547,Sakura Kitchen,QSR,South Auckland,1.05,32.83,588,93,3053.19,247,124,124,8109.01,4070.92,4070.92,0.27995999859646,0.387278385646641,0.3,4,1.18,146.32,1015.98,265.66,133.37,1208.33,0.19,0.5,0.25,0.25,0.15816326530612246,0.4200680272108844,0.2108843537414966,0.2108843537414966,495,19304.04,2623.34,371,0.6309523809523809,0.15816326530612246,Medium Risk
Chinese,25741,Golden Kitchen,Ghost Kitchen,West Auckland,1.04,39.1,1263,71,2776.1,596,298,298,23303.6,11651.8,11651.8,0.256131520692725,0.265237062855158,0.27,13,3.84,1144.32,1328.73,4861.86,2430.93,4432.6,0.06,0.5,0.25,0.25,0.056215360253365,0.4718923198733175,0.23594615993665874,0.23594615993665874,1192,49383.3,13054.12,894,0.7078384798099763,0.056215360253365,High Risk
Chinese,25284,Lotus Corner,QSR,South Auckland,1.05,44.83,1205,157,7038.31,524,262,262,23490.92,11745.46,11745.46,0.215055879279971,0.411211355123669,0.3,15,4.43,1160.66,2630.45,1732.05,866.03,3229.0,0.15,0.5,0.25,0.25,0.13029045643153528,0.4348547717842324,0.2174273858921162,0.2174273858921162,1048,54020.15,8457.529999999999,786,0.6522821576763486,0.13029045643153528,Medium Risk
Chinese,26589,Lotus Cafe,Cafe,West Auckland,1.04,45.91,1730,238,10926.58,746,373,373,34248.86,17124.43,17124.43,0.27576122097671,0.44832505309023,0.33,10,2.95,1100.35,3014.79,-1852.39,-926.2,3624.52,0.16,0.5,0.25,0.25,0.1375722543352601,0.43121387283236995,0.21560693641618497,0.21560693641618497,1492,79424.3,3860.72,1119,0.6468208092485549,0.1375722543352601,Medium Risk
Chinese,26590,Golden House,Cafe,North Shore,1.03,46.24,594,82,3791.68,256,128,128,11837.44,5918.72,5918.72,0.233806893564761,0.354515470890328,0.28,16,4.72,604.16,1560.95,1558.73,779.36,1832.44,0.16,0.5,0.25,0.25,0.13804713804713806,0.43097643097643096,0.21548821548821548,0.21548821548821548,512,27466.56,5731.4800000000005,384,0.6464646464646465,0.13804713804713806,Medium Risk
Chinese,25971,Sakura Corner,Full-service,North Shore,1.03,42.46,1573,449,19064.54,562,281,281,23862.52,11931.26,11931.26,0.370759552379604,0.479933631652966,0.31,18,5.31,1492.11,2846.47,-3834.54,-1917.27,289.31,0.4,0.5,0.25,0.25,0.28544183089637637,0.35727908455181184,0.17863954227590592,0.17863954227590592,1124,66789.58,-2616.03,843,0.5359186268277177,0.28544183089637637,Medium Risk
Chinese,26688,Dragon Diner,Cafe,South Auckland,1.05,31.55,1315,295,9307.25,510,255,255,16090.5,8045.25,8045.25,0.211062989011407,0.356571935652755,0.31,5,1.48,377.4,4024.13,1968.92,984.46,3101.09,0.29,0.5,0.25,0.25,0.22433460076045628,0.38783269961977185,0.19391634980988592,0.19391634980988592,1020,41488.25,10078.6,765,0.5817490494296578,0.22433460076045628,Medium Risk
Chinese,26256,Lotus Eatery,Full-service,South Auckland,1.05,32.39,1989,422,13668.58,783,392,392,25361.37,12696.88,12696.88,0.381001684686635,0.529079919587821,0.33,13,3.84,1505.28,1229.06,-6088.8,-3048.29,-363.6,0.27,0.5,0.25,0.25,0.21216691804927099,0.3936651583710407,0.19708396178984414,0.19708396178984414,1567,64423.70999999999,-8271.63,1175,0.5907491201608849,0.21216691804927099,Medium Risk
Chinese,25623,Red Diner,Full-service,South Auckland,1.05,33.61,2022,546,18351.06,738,369,369,24804.18,12402.09,12402.09,0.360080362763256,0.475989112141542,0.28,3,0.89,328.41,3008.3,-2879.01,-1439.5,1704.67,0.37,0.5,0.25,0.25,0.27002967359050445,0.3649851632047478,0.1824925816023739,0.1824925816023739,1476,67959.42,394.46000000000004,1107,0.5474777448071216,0.27002967359050445,Medium Risk
Chinese,25869,Red Corner,Cafe,CBD,0.99,40.52,629,100,4052.0,265,132,132,10737.8,5348.64,5348.64,0.237807046491653,0.386706903576851,0.29,6,1.77,233.64,1521.47,917.93,457.23,1774.7,0.19,0.5,0.25,0.25,0.1589825119236884,0.42130365659777425,0.20985691573926868,0.20985691573926868,529,25487.079999999998,4671.33,397,0.6311605723370429,0.1589825119236884,Medium Risk
Chinese,25290,Dragon House,Full-service,North Shore,1.03,32.16,1806,458,14729.28,674,337,337,21675.84,10837.92,10837.92,0.356901510525495,0.542302481713705,0.31,10,2.95,994.15,1484.65,-4534.67,-2267.34,98.27,0.34,0.5,0.25,0.25,0.25359911406423036,0.37320044296788485,0.18660022148394242,0.18660022148394242,1348,58080.96,-5219.09,1011,0.5598006644518272,0.25359911406423036,Medium Risk
Chinese,25050,Golden Kitchen,Full-service,South Auckland,1.05,39.81,1551,358,14251.98,597,298,298,23766.57,11863.38,11863.38,0.350292355078272,0.522167931729928,0.27,9,2.66,792.68,1817.69,-3385.79,-1690.06,720.37,0.3,0.5,0.25,0.25,0.2308188265635074,0.3849129593810445,0.19213410702772404,0.19213410702772404,1193,61745.31,-2537.79,895,0.5770470664087686,0.2308188265635074,Medium Risk
Chinese,25859,Red Grill,QSR,South Auckland,1.05,33.58,556,72,2417.76,242,121,121,8126.36,4063.18,4063.18,0.266177356019616,0.439760041795671,0.29,14,4.13,499.73,710.97,33.01,16.51,695.1,0.15,0.5,0.25,0.25,0.12949640287769784,0.4352517985611511,0.21762589928057555,0.21762589928057555,484,18670.48,1455.5900000000001,363,0.6528776978417267,0.12949640287769784,Medium Risk
Chinese,26506,Lotus House,Cafe,CBD,0.99,34.0,474,65,2210.0,205,102,102,6970.0,3468.0,3468.0,0.243390622306615,0.360807614657097,0.31,17,5.02,512.04,874.72,598.04,297.56,860.6,0.16,0.5,0.25,0.25,0.1371308016877637,0.43248945147679324,0.21518987341772153,0.21518987341772153,409,16116.0,2630.92,307,0.6476793248945147,0.1371308016877637,Medium Risk
Chinese,25898,Sakura Cafe,Cafe,CBD,0.99,32.68,1701,340,11111.2,681,340,340,22255.08,11111.2,11111.2,0.208316560052335,0.400746957305819,0.29,6,1.77,601.8,4343.77,2246.35,1121.53,3741.97,0.25,0.5,0.25,0.25,0.19988242210464433,0.400352733686067,0.19988242210464433,0.19988242210464433,1361,55588.67999999999,11453.62,1021,0.6002351557907113,0.19988242210464433,Medium Risk
